politybelligerent,modernctrylocation,newid,distance,conflict,conflictname,city,province,parliamentoflocation,cstart,cend,cduration,major,navalbattle,battletype,sideabelligerent1,sideabelligerent2,sideabelligerent3,sideabelligerent4,sidebbelligerent1,sidebbelligerent2,sidebbelligerent3,sidebbelligerent4,Belligerent.Allies,polityvictor,battledraw,victorname,belligerentvictor,parlpresence,resources,notes,ac
Austria,serbia,709,706,1,zenta,senta,serbia,,1697,1697,1,1,0,battle,Austria,Hungary,,,Ottoman Empire,,,,1,,0,"Austria, Hungary",1,2,"Clodfelter p. 60, ""Seventeenth Century - Ottoman Empire - HabsburgOottoman war, 1683-99""",,
France,Spain,710,707,1,barcelona,barcelona,catalonia,catalonia,1697,1697,1,0,0,siege,France,,,,Castile,,,,0,0,0,France,1,2,"Clodfelter 48, ""Seventeenth Cenutry - Western Europe - War of the Grand Alliance, 1688-97""",,
Hungary,serbia,709,706,1,zenta,senta,serbia,,1697,1697,1,1,0,battle,Austria,Hungary,,,Ottoman Empire,,,,1,,0,"Austria, Hungary",1,2,"Clodfelter p. 60, ""Seventeenth Century - Ottoman Empire - HabsburgOottoman war, 1683-99""",,
Ottoman Empire,greece,2036,36n,1,negropont,negropont,euboea,,1697,1697,1,1,1,battle,Venice,,,,Ottoman Empire,,,,0,,1,,0,1,"Clodfelter p. 60, ""Seventeenth Century - Ottoman Empire - Habsburg-Ottoman war, 1683-99""",,
Ottoman Empire,serbia,709,706,1,zenta,senta,serbia,,1697,1697,1,1,0,battle,Austria,Hungary,,,Ottoman Empire,,,,0,,0,"Austria, Hungary",0,2,"Clodfelter p. 60, ""Seventeenth Century - Ottoman Empire - HabsburgOottoman war, 1683-99""",,
Venice,greece,2037,37n,1,samothrace,samothrace,north aegean,,1698,1698,1,1,1,battle,Venice,,,,Ottoman Empire,,,,0,,1,,0,1,"Clodfelter p. 60, ""Seventeenth Century - Ottoman Empire - Habsburg-Ottoman war, 1683-99""",,
Castile,Spain,710,707,1,barcelona,barcelona,catalonia,catalonia,1697,1697,1,0,0,siege,France,,,,Castile,,,,0,0,0,France,0,2,"Clodfelter 48, ""Seventeenth Cenutry - Western Europe - War of the Grand Alliance, 1688-97""",,
Ottoman Empire,greece,2037,37n,1,samothrace,samothrace,north aegean,,1698,1698,1,1,1,battle,Venice,,,,Ottoman Empire,,,,0,,1,,0,1,"Clodfelter p. 60, ""Seventeenth Century - Ottoman Empire - Habsburg-Ottoman war, 1683-99""",,
Streltsy,Russia,711,708,1,second rebellion,moscow,Russia,,1698,1698,1,0,0,battle,Streltsy,,,,Russia,,,,0,1,0,Russia,0,3,"Clodfelter p. 59, ""Seventeenth Century - Eastern Europe - Steltsky Rebellions, 1682, 1698""",Russia has no parliament at this time ,
Russia,Russia,711,708,1,second rebellion,moscow,Russia,,1698,1698,1,0,0,battle,Streltsy,,,,Russia,,,,0,1,0,Russia,1,3,"Clodfelter p. 59, ""Seventeenth Century - Eastern Europe - Steltsky Rebellions, 1682, 1698""",Russia has no parliament at this time ,
Sweden,estonia,712,709,1,first narva,narva,estonia,,1700,1700,1,1,0,siege,Sweden,,,,Russia,,,,0,,0,Sweden,1,1,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Saxony,latvia,713,710,1,first riga,riga,latvia,,1700,1701,2,0,0,siege,Saxony,,,,Sweden,,,,0,,0,Sweden,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Russia,estonia,712,709,1,first narva,narva,estonia,,1700,1700,1,1,0,siege,Sweden,,,,Russia,,,,0,,0,Sweden,0,1,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Sweden,latvia,713,710,1,first riga,riga,latvia,,1700,1701,2,0,0,siege,Saxony,,,,Sweden,,,,0,,0,Sweden,1,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Austria,italy,714,711,1,chiari,chiari,lombardia,,1701,1701,1,1,0,battle,Austria,,,,France,Castile,Piedmont,,0,,0,Austria,1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Austria,italy,715,712,1,cremona,cremona,lombardia,,1701,1702,2,0,0,siege,Austria,,,,France,,,,0,,0,Austria,1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Sweden,latvia,716,713,1,dunamunde,daugavgr?va (riga),latvia,,1701,1701,1,1,0,battle,Sweden,,,,Russia,Saxony,,,0,,0,Sweden,1,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
France,italy,714,711,1,chiari,chiari,lombardia,,1701,1701,1,1,0,battle,Austria,,,,France,Castile,Piedmont,,2,,0,Austria,0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
France,italy,715,712,1,cremona,cremona,lombardia,,1701,1702,2,0,0,siege,Austria,,,,France,,,,0,,0,Austria,0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Russia,latvia,716,713,1,dunamunde,daugavgr?va (riga),latvia,,1701,1701,1,1,0,battle,Sweden,,,,Russia,Saxony,,,1,,0,Sweden,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Castile,italy,714,711,1,chiari,chiari,lombardia,,1701,1701,1,1,0,battle,Austria,,,,France,Castile,Piedmont,,2,,0,Austria,0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Saxony,latvia,716,713,1,dunamunde,daugavgr?va (riga),latvia,,1701,1701,1,1,0,battle,Sweden,,,,Russia,Saxony,,,1,,0,Sweden,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Piedmont,italy,714,711,1,chiari,chiari,lombardia,,1701,1701,1,1,0,battle,Austria,,,,France,Castile,Piedmont,,2,,0,Austria,0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Austria,belgium,717,714,1,liege,liège,belgium,Belgium,1702,1702,1,1,0,siege,Austria,Holland,,,France,,,,1,,0,"Austria, Holland",1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Sweden,estonia,718,715,1,erestfer,erastvere (põlva),estonia,,1702,1702,1,0,0,battle,Sweden,,,,Russia,,,,0,,0,Russia,0,1,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Sweden,estonia,719,716,1,hummelshof,hummuli,estonia,,1702,1702,1,1,0,battle,Sweden,,,,Russia,,,,0,,0,Russia,0,1,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Camisards,France,720,717,1,cevennes,le pont-de-montvert,lozere,France,1702,1702,1,0,0,battle,Camisards,,,,France,,,,0,0,1,,0,3,"Clodfelter p. 76, ""Eighteent Century - Western Europe - Camisard Insurrections: 1702-10""",,
France,germany,721,718,1,friedlingen,freiburg im breisgau,baden,,1702,1702,1,0,0,battle,France,,,,Austria,,,,0,,0,France,1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Austria,germany,722,719,1,kaiserswerth,düsseldorf,north rhine-westphalia,palatinate,1702,1702,1,0,0,siege,Austria,Holland,,,France,,,,1,,0,"Austria, Holland",1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""","belonging to Hesse, occupied by the French",
Austria,germany,723,720,1,first landau,landau in der pfalz,rhineland-palatinate,hre,1702,1702,1,0,0,siege,Austria,,,,France,,,,0,,0,Austria,1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Austria,italy,724,721,1,luzzara,luzzara,emilia-romagna,,1702,1702,1,1,0,battle,Austria,,,,France,,,,0,,1,,0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
England,Spain,2038,38n,1,vigo bay,vigo,galicia,Castile,1702,1702,1,1,1,battle,England,Holland,,,France ,Bourbon Spain,,,1,0,0,"England, Holland",1,2,"Clodfelter p. 71, 76, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Sweden,poland,725,722,1,warsaw1,warsaw,Poland,Poland,1702,1702,1,0,0,siege,Sweden,,,,Saxony,Poland,,,0,0,0,Sweden,1,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Sweden,poland,726,723,1,klissow,kliszów,Poland,Poland,1702,1702,1,1,0,battle,Sweden,,,,Saxony,Poland,,,0,0,0,Sweden,1,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Holland,Spain,2038,38n,1,vigo bay,vigo,galicia,Castile,1702,1702,1,1,1,battle,England,Holland,,,France ,Bourbon Spain,,,1,0,0,"England, Holland",1,2,"Clodfelter p. 71, 76, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Holland,belgium,717,714,1,liege,liège,belgium,Belgium,1702,1702,1,1,0,siege,Austria,Holland,,,France,,,,1,,0,"Austria, Holland",1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Holland,germany,722,719,1,kaiserswerth,düsseldorf,north rhine-westphalia,palatinate,1702,1702,1,0,0,siege,Austria,Holland,,,France,,,,1,,0,"Austria, Holland",1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""","belonging to Hesse, occupied by the French",
France,belgium,717,714,1,liege,liège,belgium,Belgium,1702,1702,1,1,0,siege,Austria,Holland,,,France,,,,1,,0,"Austria, Holland",0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Russia,estonia,718,715,1,erestfer,erastvere (põlva),estonia,,1702,1702,1,0,0,battle,Sweden,,,,Russia,,,,0,,0,Russia,1,1,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Russia,estonia,719,716,1,hummelshof,hummuli,estonia,,1702,1702,1,1,0,battle,Sweden,,,,Russia,,,,0,,0,Russia,1,1,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
France,France,720,717,1,cevennes,le pont-de-montvert,lozere,France,1702,1702,1,0,0,battle,Camisards,,,,France,,,,0,0,1,,0,3,"Clodfelter p. 76, ""Eighteent Century - Western Europe - Camisard Insurrections: 1702-10""",,
Austria,germany,721,718,1,friedlingen,freiburg im breisgau,baden,,1702,1702,1,0,0,battle,France,,,,Austria,,,,0,,0,France,0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
France,germany,722,719,1,kaiserswerth,düsseldorf,north rhine-westphalia,palatinate,1702,1702,1,0,0,siege,Austria,Holland,,,France,,,,0,,0,"Austria, Holland",0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""","belonging to Hesse, occupied by the French",
France,germany,723,720,1,first landau,landau in der pfalz,rhineland-palatinate,hre,1702,1702,1,0,0,siege,Austria,,,,France,,,,0,,0,Austria,0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
France,italy,724,721,1,luzzara,luzzara,emilia-romagna,,1702,1702,1,1,0,battle,Austria,,,,France,,,,0,,1,,0,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
France ,Spain,2038,38n,1,vigo bay,vigo,galicia,Castile,1702,1702,1,1,1,battle,England,Holland,,,France ,Bourbon Spain,,,1,0,0,"England, Holland",0,2,"Clodfelter p. 71, 76, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Saxony,poland,725,722,1,warsaw1,warsaw,Poland,Poland,1702,1702,1,0,0,siege,Sweden,,,,Saxony,Poland,,,1,0,0,Sweden,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Saxony,poland,726,723,1,klissow,kliszów,Poland,Poland,1702,1702,1,1,0,battle,Sweden,,,,Saxony,Poland,,,1,0,0,Sweden,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Bourbon Spain,Spain,2038,38n,1,vigo bay,vigo,galicia,Castile,1702,1702,1,1,1,battle,England,Holland,,,France ,Bourbon Spain,,,1,0,0,"England, Holland",0,2,"Clodfelter p. 71, 76, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Poland,poland,725,722,1,warsaw1,warsaw,Poland,Poland,1702,1702,1,0,0,siege,Sweden,,,,Saxony,Poland,,,0,0,0,Sweden,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Poland,poland,726,723,1,klissow,kliszów,Poland,Poland,1702,1702,1,1,0,battle,Sweden,,,,Saxony,Poland,,,0,0,0,Sweden,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Austria,germany,727,724,1,hochstadt,hochstadt,bavaria,bavaria,1703,1703,1,1,0,battle,Austria,,,,France,Bavaria,,,0,,0,"France, Bavaria",0,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Austria,germany,728,725,1,bonn,bonn,north rhine-westphalia,,1703,1703,1,0,0,siege,Austria,Holland,,,France,,,,1,,0,"Austria, Holland",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",belonging to archbishop of Cologne,
Hesse,germany,729,726,1,speyerbach,speyer,rhineland-palatinate,hre,1703,1703,1,0,0,battle,Hesse,Palatinate,,,France,,,,1,,0,France,0,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",free imperial city,
Austria,germany,730,727,1,second landau,landau in der pfalz,rhineland-palatinate,france,1703,1703,1,0,0,siege,Austria,,,,France,,,,0,,0,France,0,2,"Clodfelter p.72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Holland,Holland,731,728,1,bergen op zoom,bergen op zoom,north brabant,Holland,1703,1703,1,1,0,battle,Holland,,,,France,Castile,,,0,0,,"France, Castile",0,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14"" ",,
Sweden,Poland,732,729,1,pultusk,pultusk,Poland,Poland,1703,1703,1,0,0,battle,Sweden,,,,Saxony,,,,0,,0,Sweden,1,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""","Kingdom of Poland / Polish Lithuania Commonwealth end in 1795; 1704-1709 Augustus II the Strong king of Poland disposed, but then restored 1709; Stanislaw placed in interim by Sweden","neither belligerent poland, though occur within poland; i.e. ""Charles won further victories in Poland. At Pultusk on April 13 1703, 10,000 Swedes beat an equal number of Saxons….In 1704 Charles captured the fortress of Thorn and 5,00 Saxon sold"
Holland,germany,728,725,1,bonn,bonn,north rhine-westphalia,,1703,1703,1,0,0,siege,Austria,Holland,,,France,,,,1,,0,"Austria, Holland",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",belonging to archbishop of Cologne,
Palatinate,germany,729,726,1,speyerbach,speyer,rhineland-palatinate,hre,1703,1703,1,0,0,battle,Hesse,Palatinate,,,France,,,,1,,0,France,0,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",free imperial city,
France,germany,727,724,1,hochstadt,hochstadt,bavaria,bavaria,1703,1703,1,1,0,battle,Austria,,,,France,Bavaria,,,1,,0,"France, Bavaria",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
France,germany,728,725,1,bonn,bonn,north rhine-westphalia,,1703,1703,1,0,0,siege,Austria,Holland,,,France,,,,0,,0,"Austria, Holland",0,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",belonging to archbishop of Cologne,
France,germany,729,726,1,speyerbach,speyer,rhineland-palatinate,hre,1703,1703,1,0,0,battle,Hesse,Palatinate,,,France,,,,0,,0,France,1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",free imperial city,
France,germany,730,727,1,second landau,landau in der pfalz,rhineland-palatinate,france,1703,1703,1,0,0,siege,Austria,,,,France,,,,0,,0,France,1,2,"Clodfelter p.72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
France,Holland,731,728,1,bergen op zoom,bergen op zoom,north brabant,Holland,1703,1703,1,1,0,battle,Holland,,,,France,Castile,,,1,0,0,"France, Castile",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14"" ",,
Saxony,Poland,732,729,1,pultusk,pultusk,Poland,Poland,1703,1703,1,0,0,battle,Sweden,,,,Saxony,,,,0,,0,Sweden,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""","Kingdom of Poland / Polish Lithuania Commonwealth end in 1795; 1704-1709 Augustus II the Strong king of Poland disposed, but then restored 1709; Stanislaw placed in interim by Sweden","neither belligerent poland, though occur within poland; i.e. ""Charles won further victories in Poland. At Pultusk on April 13 1703, 10,000 Swedes beat an equal number of Saxons….In 1704 Charles captured the fortress of Thorn and 5,00 Saxon sold"
Bavaria,germany,727,724,1,hochstadt,hochstadt,bavaria,bavaria,1703,1703,1,1,0,battle,Austria,,,,France,Bavaria,,,1,,0,"France, Bavaria",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Castile,Holland,731,728,1,bergen op zoom,bergen op zoom,north brabant,Holland,1703,1703,1,1,0,battle,Holland,,,,France,Castile,,,1,0,,"France, Castile",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14"" ",,
Algeria,Algeria,733,730,1,oran,oran,algeria,,1704,1708,5,0,0,siege,Algeria,,,,Castile,,,,0,,0,Algeria,1,1,"Clodfelter p. 43, ""Seventeenth Century - Western Europe - Barbary Wars, 1664-89""",,
Sweden,estonia,734,731,1,second narva,narva,estonia,,1704,1704,1,1,0,siege,Sweden,,,,Russia,,,,0,,0,Russia,0,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""",,
Austria,germany,735,732,1,blenheim,blindheim,bavaria,bavaria,1704,1704,1,1,0,battle,Austria,England,Holland,,France,Bavaria,,,2,,0,"Austria, England, Holland",1,2,"Clodfelter p.72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Austria,germany,736,733,1,schellenberg hill,donauwörth,bavaria,bavaria,1704,1704,1,1,0,battle,Austria,Holland,,,Bavaria,France,,,1,,0,"England, Holland, Austria",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
France,germany,737,734,1,third landau,landau in der pfalz,rhineland-palatinate,hre,1704,1704,1,0,0,siege,France,,,,Austria,,,,0,,0,Austria,0,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Sweden,Poland,738,735,1,thorn,toru?,Poland,Poland,1704,1704,1,0,0,siege,Sweden,,,,Saxony,,,,0,,0,Sweden,1,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""","1704-1709 Augustus II the Strong king of Poland disposed, but then restored 1709","neither belligerent poland, though occur within poland"
Sweden,Poland,739,736,1,punitz,punitz,Poland,Poland,1704,1704,1,0,0,battle,Sweden,,,,Saxony,,,,0,,0,Sweden,1,2,"Clodfelter p. 94, ""Eighteenth Century - Eastern Europe - Great Northern War, 1700-21""","1704-1709 Augustus II the Strong king of Poland disposed, but then restored 1709","neither belligerent poland, though occur within poland"
England,Spain,2039,39n,1,malaga,malaga,andalusia,Castile,1704,1704,1,1,1,battle,England,Holland,,,France ,Bourbon Spain,,,1,,1,,0,2,"Clodfelter p. 72, 76, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""","Initially coded as English victory; whule overall 1704 was a good year for the Allies, the battle of Milaga ""was indecisive.""",
England,gibraltar,740,737,1,first rock of gibraltar,rock of gibraltar,gibraltar,castile,1704,1704,1,1,0,battle,England,Holland,Austria,"Pro-Habsburg Spain, ",Pro Bourbon Spain,,,,3,,0,"England, Hollands, Austria Pro-habsburg Spain",1,2,"Clodfelter p. 71, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
England,gibraltar,741,738,1,second gibraltar,gibraltar city,gibraltar,castile,1704,1705,2,1,0,siege,England,Holland,Portugal,,France,Castile,,,2,,0,"England, Holland, Portugal",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
England,germany,735,732,1,blenheim,blindheim,bavaria,bavaria,1704,1704,1,1,0,battle,Austria,England,Holland,,France,Bavaria,,,2,,0,"Austria, England, Holland",1,2,"Clodfelter p.72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
Holland,germany,736,733,1,schellenberg hill,donauwörth,bavaria,bavaria,1704,1704,1,1,0,battle,Austria,Holland,,,Bavaria,France,,,1,,0,"England, Holland, Austria",1,2,"Clodfelter p. 72, ""Eighteenth Century - Western Europe - War of the Spanish Succession, 1701-14""",,
